order_id,order_date,order_status,price,digital_product,customer_account_age,order_source,billing_zip,shipping_name_length,classification_score
912335651,2019-06-04,approved,517.88,FALSE,830,web,94109,11,0.999997933
907846898,2019-06-01,approved,2502.71,FALSE,2020,web,49316,11,0.999997932
926808216,2019-06-14,approved,227.85,TRUE,212,web,94301,0,0.999997928
949755594,2019-07-01,approved,206.94,FALSE,1140,web,19130,17,0.999997902
931378891,2019-06-18,approved,2502.71,FALSE,2037,web,49316,11,0.999997897
938742037,2019-06-23,approved,2502.71,FALSE,2042,web,49316,11,0.999997896
940253745,2019-06-24,approved,54.94,FALSE,348,web,19034,12,0.999997893
930971430,2019-06-17,approved,206.94,FALSE,1126,web,19130,10,0.999997876
925191239,2019-06-13,approved,14.94,FALSE,149,web,10013,16,0.99999787
923690834,2019-06-12,approved,425,TRUE,888,web,52761,0,0.999997868
936305137,2019-06-21,approved,2531.21,FALSE,730,web,46562,10,0.999997858
940210864,2019-06-24,approved,232.94,FALSE,348,web,93101,14,0.999997817
934745957,2019-06-20,approved,99.01,TRUE,133,web,94111,0,0.999997804
929222091,2019-06-16,approved,50,TRUE,158,web,11217,0,0.999997796
939848966,2019-06-24,approved,2467.36,FALSE,1105,web,75082,17,0.999997792
912691831,2019-06-04,approved,1586.96,FALSE,1079,web,98402,11,0.999997788
922732131,2019-06-11,approved,211.9,TRUE,606,web,19406,0,0.999997777
922706351,2019-06-11,approved,155.21,FALSE,1105,web,19804,13,0.999997776
931982970,2019-06-18,approved,6706.83,FALSE,489,web,11222,13,0.999997742
931818072,2019-06-18,approved,54.94,FALSE,424,web,8861,10,0.999997742
924230009,2019-06-12,approved,54.94,FALSE,1238,web,53095,11,0.999997729
936324622,2019-06-21,approved,75,TRUE,897,web,52761,0,0.999997711
929207568,2019-06-16,approved,15,TRUE,2907,web,31792,0,0.999997697
915478607,2019-06-06,approved,20,TRUE,4556,web,1001,0,0.999997694
945509112,2019-06-28,approved,247.78,TRUE,875,web,29010,0,0.999997693
941542244,2019-06-25,approved,206.94,FALSE,1134,web,19130,15,0.999997685
933581464,2019-06-19,approved,14.94,FALSE,155,web,10013,15,0.999997681
943241702,2019-06-26,approved,314.91,FALSE,813,web,75211,11,0.999997679
936293325,2019-06-21,approved,9943.8,FALSE,368,web,19703,9,0.999997674
934517915,2019-06-20,approved,25,TRUE,1197,web,84096,0,0.999997664
915618836,2019-06-06,approved,9254.36,FALSE,629,web,91752,15,0.999997654
932390354,2019-06-18,approved,225.76,FALSE,502,web,89123,11,0.999997654
931265381,2019-06-18,approved,466.88,FALSE,342,web,93101,11,0.999997649
932176549,2019-06-18,approved,2003.55,TRUE,377,web,2451,0,0.999997641
934662413,2019-06-20,approved,206.94,FALSE,1129,web,19130,12,0.99999764
945318037,2019-06-28,approved,206.94,FALSE,1137,web,19130,12,0.999997635
947073331,2019-06-29,approved,26.44,FALSE,1096,web,98125,15,0.999997611
910149898,2019-06-03,approved,123.8,TRUE,107,web,60048,0,0.999997608
940388229,2019-06-24,approved,522.82,FALSE,348,web,93101,11,0.999997606
916625584,2019-06-07,approved,20.95,TRUE,198,web,60187,0,0.999997594
926601208,2019-06-14,approved,40,FALSE,620,web,72118,9,0.999997561
913409647,2019-06-05,approved,156.94,FALSE,183,web,62401,10,0.999997511
915525898,2019-06-06,approved,9682.9,FALSE,353,web,19703,9,0.999997502
949946870,2019-07-01,approved,3129.71,FALSE,1039,web,30168,17,0.999997499
923803796,2019-06-12,approved,207.94,FALSE,1076,web,11105,19,0.999997497
924405894,2019-06-12,approved,206.94,FALSE,979,web,75205,13,0.99999749
925440275,2019-06-13,approved,162.91,FALSE,5007,web,72120,14,0.999997483
930003102,2019-06-17,approved,20,TRUE,635,web,37069,0,0.999997469
922377826,2019-06-11,approved,105.94,FALSE,578,web,30326,14,0.999997458
919777496,2019-06-09,approved,2502.71,FALSE,2028,web,49316,11,0.999997444
916676264,2019-06-07,approved,176.81,FALSE,435,web,76102,10,0.999997439
932114552,2019-06-18,approved,54.94,FALSE,1244,web,53095,12,0.999997438
939788004,2019-06-24,approved,2414.46,FALSE,733,web,46562,10,0.999997402
922757952,2019-06-11,approved,162.91,FALSE,5005,web,72120,14,0.999997395
931899044,2019-06-18,approved,508.94,FALSE,1505,web,2110,12,0.999997366
913545944,2019-06-05,approved,105.94,FALSE,693,web,3032,11,0.999997342
912109026,2019-06-04,approved,25,TRUE,1181,web,84096,0,0.99999732
941570727,2019-06-25,approved,434.63,FALSE,651,web,6831,15,0.999997318
931976989,2019-06-18,approved,162.91,FALSE,5012,web,72120,14,0.999997304
949923820,2019-07-01,approved,1414.86,FALSE,724,web,60090,12,0.999997294
929044508,2019-06-16,approved,25,TRUE,1143,web,7922,0,0.999997273
944273823,2019-06-27,approved,50,TRUE,596,web,92589,0,0.999997263
949857293,2019-07-01,approved,162.91,FALSE,5025,web,72120,15,0.999997255
934462712,2019-06-20,approved,15,TRUE,345,web,48642,0,0.999997232
935861893,2019-06-21,approved,46.9,TRUE,1736,web,77057,0,0.999997215
930614475,2019-06-17,approved,541.65,TRUE,1091,web,10036,0,0.99999721
931261122,2019-06-18,approved,478.76,FALSE,342,web,93101,14,0.999997208
921779244,2019-06-11,approved,2502.71,FALSE,2030,web,49316,11,0.999997164
916923802,2019-06-07,approved,162.91,FALSE,5001,web,72120,14,0.999997162
912283372,2019-06-04,approved,39.9,TRUE,138,web,92130,0,0.99999716
932133302,2019-06-18,approved,106.94,FALSE,641,web,91752,15,0.999997156
925482512,2019-06-13,approved,475.82,FALSE,1234,web,10032,10,0.999997154
912394856,2019-06-04,approved,162.91,FALSE,4998,web,72120,14,0.999997147
923939753,2019-06-12,approved,56.44,FALSE,363,web,85044,14,0.999997131
925323833,2019-06-13,approved,1879.06,FALSE,212,web,2920,11,0.999997127
913899180,2019-06-05,approved,1017.88,FALSE,714,web,46562,10,0.999997124
925441674,2019-06-13,approved,162.91,FALSE,5007,web,72120,14,0.999997108
925514582,2019-06-13,approved,105.94,FALSE,580,web,30326,18,0.999997106
915441463,2019-06-06,approved,10336.66,FALSE,217,web,75001,9,0.999997084
930854473,2019-06-17,approved,1515.17,FALSE,502,web,78163,16,0.999997084
934743597,2019-06-20,approved,508.94,FALSE,1507,web,2110,19,0.999997077
910854719,2019-06-03,approved,90,TRUE,2726,web,91203,0,0.999997077
912512898,2019-06-04,approved,280,TRUE,880,web,52761,0,0.999997067
928162643,2019-06-15,approved,20,TRUE,0,web,32207,0,0.999997061
913550721,2019-06-05,approved,779.31,FALSE,750,web,11215,11,0.99999705
912043433,2019-06-04,approved,54.94,FALSE,1005,web,44256,13,0.999997042
933497459,2019-06-19,approved,10281.56,FALSE,455,web,30309,12,0.999997037
922454021,2019-06-11,approved,81.94,FALSE,1401,web,3101,15,0.99999703
941174163,2019-06-25,approved,2055.56,FALSE,734,web,46562,10,0.999997024
933557531,2019-06-19,approved,14.94,FALSE,155,web,10013,14,0.999997015
925508332,2019-06-13,approved,206.94,FALSE,580,web,30326,15,0.999997003
930696143,2019-06-17,approved,162.91,FALSE,493,web,77478,16,0.999996995
949957324,2019-07-01,approved,117.85,TRUE,1746,web,77057,0,0.999996973
936137483,2019-06-21,approved,58.44,FALSE,763,web,46222,15,0.999996971
945663382,2019-06-28,approved,212.91,FALSE,5022,web,72120,14,0.999996956
945499413,2019-06-28,approved,164.82,FALSE,4212,web,75231,11,0.999996947
913509614,2019-06-05,approved,162.91,FALSE,4999,web,72120,14,0.999996943
920799349,2019-06-10,approved,86.94,FALSE,937,web,442338105,11,0.999996932
933577468,2019-06-19,approved,206.94,FALSE,1128,web,19130,12,0.999996931
933744967,2019-06-19,approved,516.88,FALSE,343,web,93101,12,0.99999692
912292766,2019-06-04,approved,2035.76,FALSE,470,web,2081,12,0.999996916
930668502,2019-06-17,approved,1806.61,FALSE,734,web,55811,10,0.999996904
929086246,2019-06-16,approved,30.95,TRUE,364,web,6335,0,0.999996893
941208057,2019-06-25,approved,25,TRUE,708,web,21227,0,0.99999686
923073158,2019-06-12,approved,56.44,FALSE,540,web,30345,16,0.999996857
916666958,2019-06-07,approved,212.88,FALSE,1397,web,3101,14,0.999996853
915487898,2019-06-06,approved,30.94,FALSE,566,web,92868,14,0.999996848
927153901,2019-06-14,approved,2132.11,FALSE,216,web,98109,7,0.999996845
932718165,2019-06-19,approved,31.44,FALSE,4930,web,91001,14,0.999996843
933169599,2019-06-19,approved,457.21,FALSE,733,web,45206,12,0.999996841
942900388,2019-06-26,approved,206.94,FALSE,1135,web,19130,14,0.99999684
922567886,2019-06-11,approved,214.41,FALSE,916,web,24354,10,0.999996835
913601098,2019-06-05,approved,61.9,TRUE,975,web,77871,0,0.999996826
913511453,2019-06-05,approved,212.91,FALSE,4999,web,72120,14,0.999996816
946752303,2019-06-29,approved,257.94,FALSE,554,web,90045,14,0.999996816
923219167,2019-06-12,approved,2502.71,FALSE,2031,web,49316,11,0.99999681
944088933,2019-06-27,approved,162.91,FALSE,5021,web,72120,14,0.999996801
945411768,2019-06-28,approved,113.88,FALSE,142,web,92122,13,0.999996801
922759617,2019-06-11,approved,162.91,FALSE,5005,web,72120,14,0.999996776
932118004,2019-06-18,approved,109.88,FALSE,1142,web,18109,10,0.999996766
943105859,2019-06-26,approved,82.44,FALSE,314,web,10003,10,0.999996764
925263350,2019-06-13,approved,154.44,FALSE,863,web,70809,14,0.999996761
915460042,2019-06-06,approved,3539.82,FALSE,715,web,46562,10,0.999996758
925444139,2019-06-13,approved,162.91,FALSE,5007,web,72120,14,0.999996749
928710852,2019-06-16,approved,30.95,TRUE,399,web,32837,0,0.999996724
925533722,2019-06-13,approved,105.94,FALSE,580,web,30326,9,0.999996719
949837707,2019-07-01,approved,111.91,FALSE,125,web,33762,15,0.999996706
926845565,2019-06-14,approved,162.91,FALSE,5008,web,72120,14,0.999996705
913513225,2019-06-05,approved,212.91,FALSE,4999,web,72120,14,0.999996698
922748510,2019-06-11,approved,206.94,FALSE,578,web,30326,12,0.999996696
939849308,2019-06-24,approved,25,TRUE,1655,web,47714,0,0.999996683
924238279,2019-06-12,approved,54.94,FALSE,1238,web,53095,13,0.999996683
916129404,2019-06-07,approved,0,FALSE,1549,web,90802,12,0.999996679
912347472,2019-06-04,approved,237.96,FALSE,1127,web,33602,13,0.999996668
912479050,2019-06-04,approved,1455.58,FALSE,1068,web,11105,11,0.999996653
916925632,2019-06-07,approved,212.91,FALSE,5001,web,72120,14,0.999996653
930698113,2019-06-17,approved,31.44,FALSE,1554,web,53701,12,0.999996642
939402738,2019-06-24,approved,132.44,FALSE,1083,web,30080,11,0.999996642
950307033,2019-07-01,approved,212.91,FALSE,5025,web,72120,14,0.999996636
931824259,2019-06-18,approved,55,TRUE,4593,web,76244,0,0.999996636
915224081,2019-06-06,approved,59.88,FALSE,884,web,90241,12,0.999996631
912445745,2019-06-04,approved,108.44,FALSE,1102,web,48317,11,0.999996625
927042595,2019-06-14,approved,106.94,FALSE,679,web,27407,15,0.999996623
925525709,2019-06-13,approved,206.94,FALSE,580,web,30326,11,0.999996617
928800736,2019-06-16,chargeback,10,TRUE,2175,web,83669,0,0.999996616
941622519,2019-06-25,approved,111.9,TRUE,1417,web,10013,0,0.99999661
923897179,2019-06-12,approved,119.76,FALSE,561,web,62025,10,0.999996601
930831058,2019-06-17,approved,40,TRUE,0,web,46240,0,0.999996595
939966539,2019-06-24,approved,159.44,FALSE,1032,web,2472,12,0.999996594
945286058,2019-06-28,approved,2465.46,FALSE,737,web,46562,10,0.999996593
930958535,2019-06-17,approved,50,TRUE,392,web,91423,0,0.999996576
932051263,2019-06-18,approved,55.95,TRUE,161,web,85016,0,0.99999657
913514989,2019-06-05,approved,162.91,FALSE,4999,web,72120,14,0.999996562
929138624,2019-06-16,approved,30,TRUE,3131,web,23462,0,0.999996558
942559501,2019-06-26,approved,313.88,FALSE,502,web,77478,14,0.999996555
944641992,2019-06-27,approved,26.99,FALSE,905,web,90241,12,0.999996555
922697482,2019-06-11,approved,2350.83,FALSE,502,web,21158,13,0.999996554
932205850,2019-06-18,approved,56.44,FALSE,480,web,94107,11,0.999996534
931140086,2019-06-17,approved,1017.88,FALSE,682,web,89502,10,0.999996534
911330621,2019-06-03,approved,1031.76,FALSE,1329,web,92123,12,0.999996522
949829205,2019-07-01,approved,211.52,FALSE,1154,web,33602,10,0.999996522
940544214,2019-06-25,approved,56.94,FALSE,218,web,94103,13,0.999996521
923746735,2019-06-12,approved,31.44,FALSE,182,web,32055,13,0.999996514
949868301,2019-07-01,approved,212.91,FALSE,5025,web,72120,14,0.999996507
922761158,2019-06-11,approved,212.91,FALSE,5005,web,72120,14,0.999996505
925202863,2019-06-13,approved,144.76,FALSE,547,web,30305,13,0.999996501
950308757,2019-07-01,approved,162.91,FALSE,5025,web,72120,14,0.999996496
941173719,2019-06-25,approved,31.94,FALSE,503,web,75023,10,0.999996484
924519898,2019-06-13,approved,2502.71,FALSE,2032,web,49316,11,0.999996484
949866046,2019-07-01,approved,162.91,FALSE,5025,web,72120,14,0.999996483
916966039,2019-06-07,approved,69.94,FALSE,2382,web,11747,12,0.999996483
922443293,2019-06-11,approved,1225,TRUE,887,web,52761,0,0.99999648
924227751,2019-06-12,approved,2499.71,FALSE,831,web,73116,12,0.999996472
926627709,2019-06-14,approved,31.44,FALSE,1022,web,2472,12,0.999996468
950305111,2019-07-01,approved,162.91,FALSE,5025,web,72120,14,0.999996465
925675757,2019-06-13,approved,26.99,FALSE,891,web,90241,12,0.999996455
926847264,2019-06-14,approved,162.91,FALSE,5008,web,72120,14,0.999996452
935967392,2019-06-21,approved,56.94,FALSE,955,web,55428,15,0.999996448
926988811,2019-06-14,approved,116.88,FALSE,756,web,46222,13,0.999996447
943986804,2019-06-27,approved,1947.61,FALSE,121,web,33762,15,0.999996442
912205558,2019-06-04,approved,25,TRUE,365,web,33611,0,0.999996429
915237176,2019-06-06,approved,30.95,TRUE,1470,web,94507,0,0.999996425
912142486,2019-06-04,approved,54.94,FALSE,642,web,50322,11,0.999996421
929101686,2019-06-16,approved,50,TRUE,1093,web,12306,0,0.999996412
942997566,2019-06-26,approved,2547.71,FALSE,511,web,89509,12,0.999996407
915283034,2019-06-06,approved,2001.15,TRUE,120,web,92122,0,0.999996407
920806751,2019-06-10,approved,54.94,FALSE,416,web,8861,11,0.999996392
931967172,2019-06-18,approved,206.94,FALSE,1127,web,19130,11,0.999996372
945665595,2019-06-28,approved,162.91,FALSE,5022,web,72120,14,0.99999635
916927514,2019-06-07,approved,162.91,FALSE,5001,web,72120,14,0.999996345
933271688,2019-06-19,approved,25,TRUE,5124,web,30318,0,0.999996342
934488362,2019-06-20,approved,100,TRUE,896,web,52761,0,0.999996329
927038653,2019-06-14,approved,2502.71,FALSE,2033,web,49316,11,0.999996328
917128136,2019-06-07,approved,2088.77,FALSE,536,web,77478,13,0.999996327
933269174,2019-06-19,approved,105.94,FALSE,988,web,29707,14,0.999996326
929178304,2019-06-16,approved,50,TRUE,1299,web,33445,0,0.999996324
912180259,2019-06-04,approved,105.94,FALSE,973,web,29707,11,0.999996323
944090334,2019-06-27,approved,162.91,FALSE,5021,web,72120,14,0.999996304
942777555,2019-06-26,approved,203.61,FALSE,575,web,62025,10,0.9999963
942609859,2019-06-26,approved,25,TRUE,1089,web,10002,0,0.999996289
925659873,2019-06-13,approved,75.95,TRUE,1280,web,92093-5004,0,0.999996284
944092477,2019-06-27,approved,162.91,FALSE,5021,web,72120,14,0.999996275
930673036,2019-06-17,approved,14.94,FALSE,153,web,10013,12,0.999996261
924152911,2019-06-12,approved,181.94,FALSE,2377,web,37067,15,0.999996256
930518924,2019-06-17,approved,14.94,FALSE,153,web,10013,17,0.999996255
940061935,2019-06-24,approved,30.95,TRUE,458,web,55025,0,0.999996248
919644950,2019-06-09,approved,5513.76,FALSE,520,web,58201,9,0.999996242
930531967,2019-06-17,approved,1414.86,FALSE,710,web,60090,12,0.999996237
945842079,2019-06-28,approved,162.91,FALSE,5022,web,72120,14,0.999996216
933521279,2019-06-19,approved,14.94,FALSE,155,web,10013,11,0.999996214
945840283,2019-06-28,approved,162.91,FALSE,5022,web,72120,14,0.999996212
910718017,2019-06-03,approved,162.91,FALSE,4997,web,72120,14,0.999996211
933841128,2019-06-20,approved,109.88,FALSE,898,web,90241,12,0.999996198
950318345,2019-07-01,approved,516.41,FALSE,112,web,52807,15,0.999996188
931933298,2019-06-18,approved,55.95,TRUE,2193,web,1852,0,0.999996187
950371413,2019-07-01,approved,34.94,FALSE,993,web,95110,13,0.999996185
931056429,2019-06-17,approved,30.94,FALSE,577,web,92868,12,0.999996183
927367553,2019-06-15,approved,2507.71,FALSE,725,web,30052,14,0.999996175
928586640,2019-06-16,approved,30,TRUE,3106,web,30084,0,0.999996175
917188679,2019-06-07,approved,105.94,FALSE,255,web,85044,11,0.999996153
913423656,2019-06-05,approved,107.44,FALSE,1072,web,98125,13,0.999996148
921425123,2019-06-10,approved,2390.66,FALSE,501,web,66223,13,0.999996148
908094295,2019-06-01,approved,2492.71,FALSE,291,web,95835,10,0.999996126
924215861,2019-06-12,approved,1640.36,FALSE,642,web,59301,13,0.999996119
912078605,2019-06-04,approved,69.88,FALSE,1184,web,19103,10,0.999996116
950084153,2019-07-01,approved,266.41,FALSE,965,web,60631,12,0.999996114
922883956,2019-06-11,approved,219.76,FALSE,2386,web,11747,8,0.999996104
943208365,2019-06-26,approved,7469.76,FALSE,712,web,94105,15,0.999996102
915704264,2019-06-06,approved,2104.67,FALSE,1417,web,90040,8,0.999996092
941589502,2019-06-25,approved,225,TRUE,901,web,52761,0,0.99999609
908195885,2019-06-02,approved,358.94,FALSE,957,web,55344,10,0.999996072
941605048,2019-06-25,approved,1867.36,FALSE,403,web,48120,12,0.999996068
940095723,2019-06-24,approved,30.94,FALSE,1914,web,7064,13,0.999996066
933478266,2019-06-19,approved,1339.41,FALSE,456,web,94105,12,0.999996041
934470923,2019-06-20,approved,333.44,FALSE,948,web,20007,10,0.999996035
944409920,2019-06-27,approved,281.36,FALSE,240,web,77040,13,0.999996028
922268919,2019-06-11,approved,2215.36,FALSE,1083,web,4011,12,0.999996018
940238539,2019-06-24,approved,215.86,FALSE,2399,web,11747,12,0.999996016
912162763,2019-06-04,approved,517.41,FALSE,938,web,60631,12,0.999996004
936076967,2019-06-21,approved,60.91,FALSE,1636,web,11042,9,0.999996003
930800969,2019-06-17,approved,2494.26,FALSE,922,web,55340,14,0.999996002
933560479,2019-06-19,approved,50,TRUE,855,web,78735,0,0.999995994
916930701,2019-06-07,approved,206.94,FALSE,574,web,30326,12,0.999995984
930832186,2019-06-17,approved,56.44,FALSE,733,web,92673,15,0.99999597
945784651,2019-06-28,approved,25,TRUE,123,web,60201,0,0.999995969
913584324,2019-06-05,approved,170.82,FALSE,1009,web,49660,17,0.999995965
917113982,2019-06-07,approved,446.72,FALSE,452,web,60143,9,0.999995964
908529095,2019-06-02,approved,32.44,FALSE,1616,web,79903,12,0.999995949
940480163,2019-06-24,approved,2276.37,FALSE,234,web,92058,10,0.999995948
941537957,2019-06-25,approved,180.21,FALSE,1657,web,66214,12,0.999995944
931841499,2019-06-18,approved,107.44,FALSE,2393,web,11747,12,0.999995944
942540704,2019-06-26,approved,3881.96,FALSE,694,web,48042,13,0.9999959
949969768,2019-07-01,approved,2497.71,FALSE,850,web,73116,12,0.999995878
910860375,2019-06-03,approved,222.28,TRUE,850,web,29010,0,0.999995866
931950497,2019-06-18,approved,1241.7,FALSE,1082,web,11105,11,0.99999586
940357249,2019-06-24,approved,2341.96,FALSE,570,web,92706,8,0.999995851
940079386,2019-06-24,approved,15,TRUE,4884,web,92337,0,0.999995847
936388201,2019-06-21,approved,508.94,FALSE,3476,web,98104,13,0.999995834
931253905,2019-06-18,approved,311.9,TRUE,342,web,93101,0,0.999995833
923644283,2019-06-12,approved,56.44,FALSE,219,web,22304,14,0.999995822
939982402,2019-06-24,approved,105.95,TRUE,873,web,10007,0,0.999995811
928412804,2019-06-15,approved,10,TRUE,2238,web,30157,0,0.999995804
916685565,2019-06-07,approved,408.94,FALSE,574,web,30326,14,0.999995792
934807588,2019-06-20,approved,1567.21,FALSE,1171,web,2108,15,0.999995789
926479801,2019-06-14,approved,40.95,TRUE,1305,web,21042,0,0.999995777
908027873,2019-06-01,approved,2500,FALSE,1928,web,90501,14,0.999995771
913551110,2019-06-05,approved,105.94,FALSE,205,web,92121,13,0.999995754
939251446,2019-06-24,approved,10,TRUE,2148,web,32935,0,0.999995747
922520289,2019-06-11,approved,1664.42,FALSE,630,web,85202,14,0.999995747
931852074,2019-06-18,approved,139.86,FALSE,644,web,6831,12,0.999995745
945602640,2019-06-28,approved,1589.71,FALSE,933,web,55340,14,0.999995739
931188674,2019-06-17,approved,2419.03,FALSE,1147,web,92881,10,0.999995737
936218912,2019-06-21,approved,260.82,FALSE,381,web,75247,13,0.999995735
936151785,2019-06-21,approved,516.41,FALSE,766,web,11215,11,0.999995722
934955854,2019-06-20,approved,80.94,FALSE,2395,web,11747,11,0.99999572
929688900,2019-06-16,approved,25,TRUE,3841,web,34952,0,0.99999572
942754639,2019-06-26,approved,25,TRUE,729,web,8021,0,0.99999571
933222858,2019-06-19,approved,20,TRUE,4576,web,39209,0,0.999995707
920732827,2019-06-10,approved,56.44,FALSE,1018,web,2472,18,0.999995706
949904069,2019-07-01,approved,424.91,FALSE,959,web,20007,14,0.999995676
931904436,2019-06-18,approved,508.94,FALSE,1505,web,2110,12,0.999995663
924163978,2019-06-12,approved,5206.01,FALSE,450,web,62269,15,0.99999565
915223778,2019-06-06,approved,105.94,FALSE,303,web,33351,11,0.999995648
915183895,2019-06-06,approved,133.86,FALSE,1621,web,11042,13,0.999995647
922566526,2019-06-11,approved,206.94,FALSE,417,web,8861,10,0.99999564
931760496,2019-06-18,approved,514.91,FALSE,826,web,44833,13,0.999995639
929114497,2019-06-16,approved,25,TRUE,1413,web,37914,0,0.999995635
925182844,2019-06-13,approved,105.94,FALSE,1609,web,30339,13,0.999995619
939848931,2019-06-24,approved,2507.71,FALSE,2331,web,60008,8,0.999995614
927861273,2019-06-15,approved,30,TRUE,728,web,33993,0,0.999995601
930797795,2019-06-17,approved,127.76,FALSE,565,web,85206,18,0.999995593
920805271,2019-06-10,approved,31.94,FALSE,937,web,442338105,10,0.999995583
926684282,2019-06-14,approved,25,TRUE,1067,web,19963,0,0.999995574
944097300,2019-06-27,approved,41.9,TRUE,56,web,7310,0,0.999995563
920954489,2019-06-10,approved,305.76,FALSE,539,web,77478,13,0.999995561
926575091,2019-06-14,approved,215.82,FALSE,799,web,55404,14,0.999995557
948884215,2019-06-30,approved,392.85,TRUE,760,web,98109,0,0.999995542
913909219,2019-06-05,approved,2035.76,FALSE,2024,web,49316,11,0.999995534
925207874,2019-06-13,approved,14.94,FALSE,149,web,10013,15,0.999995525
913490161,2019-06-05,approved,2464.51,FALSE,359,web,60606,12,0.999995517
930689731,2019-06-17,approved,2135.36,FALSE,553,web,21045,9,0.99999551
925187435,2019-06-13,approved,56.44,FALSE,554,web,37209,10,0.999995508
943016941,2019-06-26,approved,527.76,FALSE,777,web,75025,12,0.999995488
943121349,2019-06-26,approved,31.9,TRUE,846,web,60660,0,0.999995484
913564359,2019-06-05,approved,20,TRUE,0,web,1803,0,0.999995479
945386276,2019-06-28,approved,389.91,FALSE,956,web,20007,16,0.999995476
916846738,2019-06-07,approved,227.76,FALSE,427,web,87120,16,0.999995473
915112170,2019-06-06,approved,4554.69,FALSE,443,web,15238,10,0.999995468
944522302,2019-06-27,approved,25,TRUE,1018,web,1452,0,0.999995468
910720475,2019-06-03,approved,162.91,FALSE,4997,web,72120,14,0.999995463
932117870,2019-06-18,approved,54.94,FALSE,1244,web,53095,9,0.999995451
944409529,2019-06-27,approved,30.95,TRUE,993,web,95062,0,0.999995448
945273152,2019-06-28,approved,306.94,FALSE,955,web,442338105,13,0.999995447
932285867,2019-06-18,approved,157.94,FALSE,218,web,10952,13,0.999995444
932136617,2019-06-18,approved,30.95,TRUE,553,web,29824,0,0.999995437
943194349,2019-06-26,approved,1456.8,FALSE,440,web,75019,17,0.999995432
935917873,2019-06-21,approved,335.7,TRUE,77,web,3801,0,0.999995421
946810133,2019-06-29,approved,2492.71,FALSE,2221,web,322065131,12,0.999995417
934579669,2019-06-20,approved,2497.71,FALSE,839,web,73116,12,0.99999541
918227117,2019-06-08,approved,9640.01,FALSE,1957,web,55811,12,0.999995409
927031782,2019-06-14,approved,105.94,FALSE,424,web,78704,10,0.999995404
913703267,2019-06-05,approved,2492.71,FALSE,2219,web,98011,16,0.9999954
945492363,2019-06-28,approved,2341.71,FALSE,910,web,32714,13,0.999995377
